-5	0.0384615	0.0384615
-4.99	0.0386099	0.343104
-4.98	0.0387591	0.641693
-4.97	0.0389091	0.934298
-4.96	0.0390601	1.22099
-4.95	0.0392118	1.50183
-4.94	0.0393645	1.77689
-4.93	0.039518	2.04624
-4.92	0.0396725	2.30995
-4.91	0.0398278	2.56807
-4.9	0.039984	2.82068
-4.89	0.0401411	3.06784
-4.88	0.0402992	3.30962
-4.87	0.0404581	3.54608
-4.86	0.040618	3.77729
-4.85	0.0407789	4.0033
-4.84	0.0409407	4.22418
-4.83	0.0411034	4.43999
-4.82	0.0412671	4.6508
-4.81	0.0414317	4.85667
-4.8	0.0415973	5.05765
-4.79	0.0417639	5.25381
-4.78	0.0419315	5.4452
-4.77	0.0421001	5.6319
-4.76	0.0422697	5.81395
-4.75	0.0424403	5.99141
-4.74	0.0426119	6.16435
-4.73	0.0427846	6.33281
-4.72	0.0429583	6.49687
-4.71	0.043133	6.65657
-4.7	0.0433088	6.81197
-4.69	0.0434856	6.96312
-4.68	0.0436635	7.11009
-4.67	0.0438425	7.25293
-4.66	0.0440226	7.39169
-4.65	0.0442038	7.52642
-4.64	0.0443861	7.65718
-4.63	0.0445694	7.78403
-4.62	0.0447539	7.90701
-4.61	0.0449396	8.02618
-4.6	0.0451264	8.14158
-4.59	0.0453143	8.25328
-4.58	0.0455034	8.36133
-4.57	0.0456936	8.46576
-4.56	0.045885	8.56664
-4.55	0.0460776	8.66402
-4.54	0.0462714	8.75793
-4.53	0.0464665	8.84844
-4.52	0.0466627	8.93559
-4.51	0.0468601	9.01943
-4.5	0.0470588	9.1
-4.49	0.0472588	9.17736
-4.48	0.0474599	9.25155
-4.47	0.0476624	9.32261
-4.46	0.0478661	9.3906
-4.45	0.0480711	9.45556
-4.44	0.0482775	9.51753
-4.43	0.0484851	9.57657
-4.42	0.048694	9.63271
-4.41	0.0489043	9.68599
-4.4	0.0491159	9.73647
-4.39	0.0493289	9.78419
-4.38	0.0495432	9.82918
-4.37	0.0497589	9.8715
-4.36	0.049976	9.91117
-4.35	0.0501945	9.94826
-4.34	0.0504144	9.98279
-4.33	0.0506357	10.0148
-4.32	0.0508585	10.0444
-4.31	0.0510827	10.0715
-4.3	0.0513084	10.0962
-4.29	0.0515355	10.1186
-4.28	0.0517641	10.1387
-4.27	0.0519942	10.1565
-4.26	0.0522259	10.172
-4.25	0.052459	10.1854
-4.24	0.0526937	10.1966
-4.23	0.0529299	10.2057
-4.22	0.0531677	10.2127
-4.21	0.0534071	10.2177
-4.2	0.0536481	10.2206
-4.19	0.0538906	10.2216
-4.18	0.0541348	10.2206
-4.17	0.0543806	10.2178
-4.16	0.0546281	10.213
-4.15	0.0548772	10.2065
-4.14	0.055128	10.1981
-4.13	0.0553805	10.188
-4.12	0.0556347	10.1761
-4.11	0.0558906	10.1626
-4.1	0.0561482	10.1474
-4.09	0.0564076	10.1305
-4.08	0.0566688	10.1121
-4.07	0.0569317	10.0921
-4.06	0.0571965	10.0705
-4.05	0.057463	10.0475
-4.04	0.0577314	10.023
-4.03	0.0580016	9.997
-4.02	0.0582737	9.96963
-4.01	0.0585477	9.94087
-4	0.0588235	9.91077
-3.99	0.0591013	9.87934
-3.98	0.059381	9.84663
-3.97	0.0596627	9.81265
-3.96	0.0599463	9.77743
-3.95	0.0602319	9.74101
-3.94	0.0605195	9.70341
-3.93	0.0608091	9.66466
-3.92	0.0611008	9.62479
-3.91	0.0613945	9.58382
-3.9	0.0616903	9.54179
-3.89	0.0619882	9.49871
-3.88	0.0622882	9.45461
-3.87	0.0625904	9.40952
-3.86	0.0628947	9.36347
-3.85	0.0632011	9.31648
-3.84	0.0635098	9.26858
-3.83	0.0638207	9.21978
-3.82	0.0641338	9.17012
-3.81	0.0644492	9.11962
-3.8	0.0647668	9.06831
-3.79	0.0650868	9.0162
-3.78	0.0654091	8.96332
-3.77	0.0657337	8.90969
-3.76	0.0660607	8.85534
-3.75	0.06639	8.80029
-3.74	0.0667218	8.74456
-3.73	0.067056	8.68818
-3.72	0.0673927	8.63116
-3.71	0.0677319	8.57352
-3.7	0.0680735	8.5153
-3.69	0.0684177	8.4565
-3.68	0.0687644	8.39715
-3.67	0.0691138	8.33727
-3.66	0.0694657	8.27689
-3.65	0.0698202	8.21601
-3.64	0.0701774	8.15466
-3.63	0.0705373	8.09286
-3.62	0.0708999	8.03064
-3.61	0.0712652	7.96799
-3.6	0.0716332	7.90496
-3.59	0.0720041	7.84155
-3.58	0.0723778	7.77778
-3.57	0.0727543	7.71368
-3.56	0.0731336	7.64925
-3.55	0.0735159	7.58452
-3.54	0.0739011	7.51951
-3.53	0.0742892	7.45422
-3.52	0.0746804	7.38869
-3.51	0.0750745	7.32291
-3.5	0.0754717	7.25692
-3.49	0.075872	7.19073
-3.48	0.0762753	7.12435
-3.47	0.0766818	7.05779
-3.46	0.0770915	6.99108
-3.45	0.0775044	6.92423
-3.44	0.0779205	6.85725
-3.43	0.0783398	6.79017
-3.42	0.0787625	6.72298
-3.41	0.0791885	6.65572
-3.4	0.0796178	6.58838
-3.39	0.0800506	6.52099
-3.38	0.0804868	6.45356
-3.37	0.0809264	6.38611
-3.36	0.0813696	6.31864
-3.35	0.0818163	6.25117
-3.34	0.0822666	6.18371
-3.33	0.0827205	6.11628
-3.32	0.0831781	6.04889
-3.31	0.0836393	5.98155
-3.3	0.0841043	5.91426
-3.29	0.084573	5.84706
-3.28	0.0850456	5.77994
-3.27	0.085522	5.71291
-3.26	0.0860023	5.646
-3.25	0.0864865	5.5792
-3.24	0.0869747	5.51253
-3.23	0.0874669	5.44601
-3.22	0.0879631	5.37964
-3.21	0.0884635	5.31343
-3.2	0.088968	5.24739
-3.19	0.0894767	5.18153
-3.18	0.0899896	5.11587
-3.17	0.0905067	5.05041
-3.16	0.0910283	4.98516
-3.15	0.0915541	4.92013
-3.14	0.0920844	4.85533
-3.13	0.0926192	4.79077
-3.12	0.0931584	4.72645
-3.11	0.0937023	4.66239
-3.1	0.0942507	4.5986
-3.09	0.0948038	4.53508
-3.08	0.0953616	4.47184
-3.07	0.0959242	4.40888
-3.06	0.0964916	4.34623
-3.05	0.0970638	4.28388
-3.04	0.097641	4.22183
-3.03	0.0982231	4.16011
-3.02	0.0988103	4.09871
-3.01	0.0994026	4.03765
-3	0.1	3.97692
-2.99	0.100603	3.91654
-2.98	0.10121	3.85652
-2.97	0.101824	3.79685
-2.96	0.102442	3.73754
-2.95	0.103066	3.67861
-2.94	0.103696	3.62005
-2.93	0.104331	3.56188
-2.92	0.104971	3.50409
-2.91	0.105618	3.4467
-2.9	0.10627	3.3897
-2.89	0.106928	3.33311
-2.88	0.107592	3.27693
-2.87	0.108261	3.22116
-2.86	0.108937	3.16581
-2.85	0.109619	3.11088
-2.84	0.110307	3.05638
-2.83	0.111001	3.00231
-2.82	0.111702	2.94868
-2.81	0.112409	2.89548
-2.8	0.113122	2.84273
-2.79	0.113842	2.79043
-2.78	0.114569	2.73858
-2.77	0.115302	2.68718
-2.76	0.116042	2.63624
-2.75	0.116788	2.58576
-2.74	0.117542	2.53575
-2.73	0.118303	2.4862
-2.72	0.11907	2.43712
-2.71	0.119845	2.38852
-2.7	0.120627	2.34039
-2.69	0.121417	2.29274
-2.68	0.122214	2.24557
-2.67	0.123018	2.19888
-2.66	0.12383	2.15268
-2.65	0.124649	2.10697
-2.64	0.125477	2.06174
-2.63	0.126312	2.01701
-2.62	0.127155	1.97276
-2.61	0.128007	1.92902
-2.6	0.128866	1.88576
-2.59	0.129734	1.84301
-2.58	0.13061	1.80075
-2.57	0.131494	1.759
-2.56	0.132387	1.71774
-2.55	0.133289	1.67699
-2.54	0.134199	1.63673
-2.53	0.135119	1.59699
-2.52	0.136047	1.55774
-2.51	0.136984	1.519
-2.5	0.137931	1.48077
-2.49	0.138887	1.44304
-2.48	0.139852	1.40582
-2.47	0.140827	1.3691
-2.46	0.141812	1.3329
-2.45	0.142806	1.29719
-2.44	0.14381	1.262
-2.43	0.144825	1.22731
-2.42	0.145849	1.19312
-2.41	0.146884	1.15945
-2.4	0.147929	1.12627
-2.39	0.148985	1.09361
-2.38	0.150051	1.06144
-2.37	0.151128	1.02978
-2.36	0.152216	0.998628
-2.35	0.153315	0.967974
-2.34	0.154426	0.937821
-2.33	0.155548	0.908169
-2.32	0.156681	0.879016
-2.31	0.157826	0.850361
-2.3	0.158983	0.822204
-2.29	0.160151	0.794542
-2.28	0.161332	0.767375
-2.27	0.162525	0.740701
-2.26	0.16373	0.714519
-2.25	0.164948	0.688827
-2.24	0.166179	0.663623
-2.23	0.167423	0.638906
-2.22	0.16868	0.614674
-2.21	0.16995	0.590926
-2.2	0.171233	0.567658
-2.19	0.17253	0.544871
-2.18	0.17384	0.522561
-2.17	0.175165	0.500726
-2.16	0.176504	0.479364
-2.15	0.177857	0.458474
-2.14	0.179224	0.438052
-2.13	0.180606	0.418098
-2.12	0.182003	0.398607
-2.11	0.183416	0.379578
-2.1	0.184843	0.361009
-2.09	0.186286	0.342896
-2.08	0.187744	0.325238
-2.07	0.189218	0.308031
-2.06	0.190709	0.291273
-2.05	0.192215	0.274962
-2.04	0.193738	0.259094
-2.03	0.195278	0.243667
-2.02	0.196835	0.228677
-2.01	0.198409	0.214123
-2	0.2	0.2
-1.99	0.201609	0.186306
-1.98	0.203236	0.173038
-1.97	0.20488	0.160193
-1.96	0.206543	0.147768
-1.95	0.208225	0.135759
-1.94	0.209925	0.124163
-1.93	0.211645	0.112977
-1.92	0.213383	0.102198
-1.91	0.215142	0.0918227
-1.9	0.21692	0.081847
-1.89	0.218718	0.072268
-1.88	0.220536	0.063082
-1.87	0.222375	0.0542858
-1.86	0.224235	0.0458757
-1.85	0.226116	0.0378482
-1.84	0.228019	0.0301998
-1.83	0.229943	0.0229269
-1.82	0.231889	0.0160257
-1.81	0.233858	0.00949271
-1.8	0.235849	0.00332416
-1.79	0.237863	-0.00248366
-1.78	0.2399	-0.0079345
-1.77	0.241961	-0.0130321
-1.76	0.244045	-0.0177804
-1.75	0.246154	-0.022183
-1.74	0.248287	-0.0262439
-1.73	0.250445	-0.0299669
-1.72	0.252627	-0.033356
-1.71	0.254836	-0.036415
-1.7	0.257069	-0.039148
-1.69	0.259329	-0.0415587
-1.68	0.261616	-0.0436513
