-9.9005	-0.00155903	0.00311767	0.00467555	-0.00623229	0.00778751	0.00934083	
-9.801	-0.00311767	0.00623229	0.00934083	-0.0124402	0.0155275	0.0185996	
-9.70149	-0.00467555	0.00934083	0.0139856	-0.0185996	0.0231727	0.0276948	
-9.60199	-0.00623229	0.0124402	0.0185996	-0.0246862	0.0306764	0.0365468	
-9.50249	-0.00778751	0.0155275	0.0231727	-0.0306764	0.0379929	0.0450775	
-9.40299	-0.00934083	0.0185996	0.0276948	-0.0365468	0.0450775	0.0532121	
-9.30348	-0.0108919	0.0216535	0.0321561	-0.0422743	0.0518869	0.060879	
-9.20398	-0.0124402	0.0246862	0.0365468	-0.0478366	0.0583796	0.068011	
-9.10448	-0.0139856	0.0276948	0.040857	-0.0532121	0.0645159	0.0745452	
-9.00498	-0.0155275	0.0306764	0.0450775	-0.0583796	0.0702584	0.0804244	
-8.90547	-0.0170656	0.033628	0.0491988	-0.063319	0.0755721	0.0855968	
-8.80597	-0.0185996	0.0365468	0.0532121	-0.068011	0.0804244	0.0900169	
-8.70647	-0.020129	0.0394298	0.0571083	-0.0724372	0.0847858	0.093646	
-8.60697	-0.0216535	0.0422743	0.060879	-0.0765804	0.0886297	0.0964521	
-8.50746	-0.0231727	0.0450775	0.0645159	-0.0804244	0.0919325	0.0984106	
-8.40796	-0.0246862	0.0478366	0.068011	-0.0839541	0.0946742	0.0995043	
-8.30846	-0.0261937	0.050549	0.0713565	-0.0871558	0.096838	0.0997235	
-8.20896	-0.0276948	0.0532121	0.0745452	-0.0900169	0.0984106	0.0990664	
-8.10945	-0.0291892	0.0558231	0.0775701	-0.0925263	0.0993826	0.0975386	
-8.00995	-0.0306764	0.0583796	0.0804244	-0.0946742	0.0997479	0.0951537	
-7.91045	-0.0321561	0.060879	0.0831019	-0.0964521	0.0995043	0.0919325	
-7.81095	-0.033628	0.063319	0.0855968	-0.0978532	0.0986533	0.0879035	
-7.71144	-0.0350917	0.0656971	0.0879035	-0.0988719	0.0972002	0.0831019	
-7.61194	-0.0365468	0.068011	0.0900169	-0.0995043	0.0951537	0.0775701	
-7.51244	-0.0379929	0.0702584	0.0919325	-0.0997479	0.0925263	0.0713565	
-7.41294	-0.0394298	0.0724372	0.093646	-0.0996017	0.0893342	0.0645159	
-7.31343	-0.040857	0.0745452	0.0951537	-0.0990664	0.0855968	0.0571083	
-7.21393	-0.0422743	0.0765804	0.0964521	-0.0981439	0.0813368	0.0491988	
-7.11443	-0.0436812	0.0785408	0.0975386	-0.096838	0.0765804	0.040857	
-7.01493	-0.0450775	0.0804244	0.0984106	-0.0951537	0.0713565	0.0321561	
-6.91542	-0.0464627	0.0822294	0.0990664	-0.0930976	0.0656971	0.0231727	
-6.81592	-0.0478366	0.0839541	0.0995043	-0.0906777	0.0596366	0.0139856	
-6.71642	-0.0491988	0.0855968	0.0997235	-0.0879035	0.0532121	0.00467555	
-6.61692	-0.050549	0.0871558	0.0997235	-0.0847858	0.0464627	-0.00467555	
-6.51741	-0.0518869	0.0886297	0.0995043	-0.0813368	0.0394298	-0.0139856	
-6.41791	-0.0532121	0.0900169	0.0990664	-0.0775701	0.0321561	-0.0231727	
-6.31841	-0.0545242	0.0913163	0.0984106	-0.0735002	0.0246862	-0.0321561	
-6.21891	-0.0558231	0.0925263	0.0975386	-0.0691431	0.0170656	-0.040857	
-6.1194	-0.0571083	0.093646	0.0964521	-0.0645159	0.00934083	-0.0491988	
-6.0199	-0.0583796	0.0946742	0.0951537	-0.0596366	0.00155903	-0.0571083	
-5.9204	-0.0596366	0.0956099	0.093646	-0.0545242	-0.00623229	-0.0645159	
-5.8209	-0.060879	0.0964521	0.0919325	-0.0491988	-0.0139856	-0.0713565	
-5.72139	-0.0621066	0.0972002	0.0900169	-0.0436812	-0.0216535	-0.0775701	
-5.62189	-0.063319	0.0978532	0.0879035	-0.0379929	-0.0291892	-0.0831019	
-5.52239	-0.0645159	0.0984106	0.0855968	-0.0321561	-0.0365468	-0.0879035	
-5.42289	-0.0656971	0.0988719	0.0831019	-0.0261937	-0.0436812	-0.0919325	
-5.32338	-0.0668622	0.0992366	0.0804244	-0.020129	-0.050549	-0.0951537	
-5.22388	-0.068011	0.0995043	0.0775701	-0.0139856	-0.0571083	-0.0975386	
-5.12438	-0.0691431	0.0996748	0.0745452	-0.00778751	-0.063319	-0.0990664	
-5.02488	-0.0702584	0.0997479	0.0713565	-0.00155903	-0.0691431	-0.0997235	
-4.92537	-0.0713565	0.0997235	0.068011	0.00467555	-0.0745452	-0.0995043	
-4.82587	-0.0724372	0.0996017	0.0645159	0.0108919	-0.0794923	-0.0984106	
-4.72637	-0.0735002	0.0993826	0.060879	0.0170656	-0.0839541	-0.0964521	
-4.62687	-0.0745452	0.0990664	0.0571083	0.0231727	-0.0879035	-0.093646	
-4.52736	-0.0755721	0.0986533	0.0532121	0.0291892	-0.0913163	-0.0900169	
-4.42786	-0.0765804	0.0981439	0.0491988	0.0350917	-0.0941716	-0.0855968	
