0	0.157078	0.314146	0.471196	0.628216	0.785198	0.942132	
2	0.0141372	0.0196283	0.0360707	0.0416585	0.0581056	0.0637383	
4	0.0100138	0.0138914	0.0255578	0.0294896	0.0411767	0.0451256	
6	0.00818099	0.0113456	0.0208821	0.0240871	0.0336452	0.0368602	
8	0.007087	0.00982703	0.0180905	0.0208639	0.0291482	0.0319284	
10	0.00633991	0.00879034	0.016184	0.0186633	0.0260767	0.0285612	
12	0.00578819	0.00802491	0.0147759	0.0170384	0.0238081	0.0260749	
14	0.00535926	0.00742993	0.0136811	0.0157754	0.0220443	0.0241421	
16	0.00501344	0.00695028	0.0127985	0.0147571	0.0206222	0.0225838	
18	0.00472695	0.00655295	0.0120672	0.0139135	0.019444	0.021293	
20	0.00448455	0.00621679	0.0114485	0.0131999	0.0184471	0.0202008	
22	0.00427599	0.00592758	0.0109161	0.0125858	0.0175893	0.0192612	
24	0.00409405	0.0056753	0.0104517	0.0120502	0.016841	0.0184415	
26	0.00393353	0.00545271	0.0100419	0.0115777	0.0161808	0.0177183	
28	0.00379051	0.00525441	0.00967685	0.0111566	0.0155926	0.017074	
30	0.00366205	0.00507629	0.00934891	0.0107785	0.0150642	0.0164953	
32	0.00354581	0.00491513	0.0090522	0.0104363	0.0145861	0.0159717	
34	0.00343999	0.00476841	0.00878206	0.0101248	0.0141508	0.0154949	
36	0.0033431	0.00463409	0.00853474	0.00983958	0.0137523	0.0150585	
38	0.00325397	0.00451051	0.0083072	0.0095772	0.0133857	0.014657	
40	0.00317161	0.00439632	0.00809695	0.00933476	0.0130469	0.0142859	
42	0.0030952	0.00429039	0.00790189	0.00910984	0.0127326	0.0139417	
44	0.00302406	0.00419176	0.00772028	0.00890043	0.01244	0.0136213	
46	0.00295761	0.00409964	0.00755064	0.00870483	0.0121666	0.0133219	
48	0.00289535	0.00401333	0.00739172	0.00852159	0.0119106	0.0130415	
50	0.00283687	0.00393226	0.00724243	0.00834945	0.01167	0.012778	
52	0.0027818	0.00385591	0.00710183	0.00818733	0.0114435	0.0125299	
54	0.00272981	0.00378384	0.00696911	0.00803431	0.0112296	0.0122958	
56	0.00268063	0.00371566	0.00684357	0.00788956	0.0110273	0.0120742	
58	0.00263402	0.00365105	0.00672457	0.00775236	0.0108356	0.0118643	
60	0.00258976	0.00358969	0.00661158	0.00762208	0.0106535	0.0116649	
62	0.00254765	0.00353132	0.0065041	0.00749815	0.0104803	0.0114752	
64	0.00250754	0.00347571	0.00640169	0.00738008	0.0103153	0.0112945	
66	0.00246926	0.00342265	0.00630397	0.00726742	0.0101579	0.0111221	
68	0.00243269	0.00337195	0.0062106	0.00715976	0.0100074	0.0109574	
70	0.00239769	0.00332343	0.00612125	0.00705675	0.00986346	0.0107997	
72	0.00236416	0.00327695	0.00603566	0.00695806	0.00972553	0.0106487	
74	0.002332	0.00323237	0.00595355	0.0068634	0.00959324	0.0105038	
76	0.00230112	0.00318956	0.00587471	0.0067725	0.0094662	0.0103647	
78	0.00227143	0.00314841	0.00579892	0.00668512	0.00934408	0.010231	
80	0.00224286	0.00310881	0.00572599	0.00660104	0.00922656	0.0101023	
82	0.00221534	0.00307066	0.00565574	0.00652005	0.00911337	0.00997836	
84	0.00218882	0.00303389	0.00558802	0.00644197	0.00900425	0.00985887	
86	0.00216322	0.00299841	0.00552268	0.00636663	0.00889896	0.00974357	
88	0.0021385	0.00296414	0.00545957	0.00629387	0.00879727	0.00963222	
90	0.00211461	0.00293102	0.00539858	0.00622356	0.00869899	0.00952461	
92	0.0020915	0.00289899	0.00533959	0.00615554	0.00860394	0.00942052	
94	0.00206914	0.00286799	0.00528249	0.00608971	0.00851193	0.00931978	
96	0.00204747	0.00283796	0.00522718	0.00602595	0.00842281	0.0092222	
98	0.00202647	0.00280885	0.00517358	0.00596415	0.00833644	0.00912762	
100	0.00200611	0.00278062	0.00512159	0.00590421	0.00825267	0.00903589	
